patient_id,ssn,first,last,race,ethnicity,birthplace,address,city,state,county,zip,lat,lon,healthcare_expenses,healthcare_coverage,income,gender,medical_start_date,medical_stop_date,payer,encounter,medical_code,medical_description,base_cost,payer_coverage,dispenses,totalcost,age_begin,rash,joint_pain,fatigue,fever
6c434506-fb4b-3e3f-c19d-553dec3b6c17,999-44-3322,Claudia969,Gracia333,black,hispanic,La Paz  Baja California  MX,625 Doyle Row,Dallas,Texas,Dallas County,75052,0.3289327031741145,-96.99178676420648,12819.78,3442.72,5779,F,2022-05-13 17:20:52+00:00,2022-06-08 17:20:52+00:00,0133f751-9229-3cfd-815f-b6d4979bdd6a,B4211C55-E45F-457B-502D-4CC75036B46D,241834,Cyclosporine  modified 100 mg oral capsule,223.87,0.0,1,223.87,58,19,44,48,15
6c434506-fb4b-3e3f-c19d-553dec3b6c17,999-44-3322,Claudia969,Gracia333,black,hispanic,La Paz  Baja California  MX,625 Doyle Row,Dallas,Texas,Dallas County,75052,0.3289327031741145,-96.99178676420648,12819.78,3442.72,5779,F,2022-05-13 17:20:52+00:00,2022-06-08 17:20:52+00:00,0133f751-9229-3cfd-815f-b6d4979bdd6a,B4211C55-E45F-457B-502D-4CC75036B46D,312615,Prednisone 20 mg oral tablet,19.46,0.0,1,19.46,58,19,44,48,15
44a8ca45-6c6e-38bb-fac0-ddbf7a7ee3a4,999-51-4389,Rudolf736,Rohan584,white,nonhispanic,Atascocita  Texas  US,110 Johns Wall Suite 79,Pantego,Texas,Tarrant County,76013,0.3266867129374776,-97.10618247421296,12993.45,0.0,47847,M,2022-02-02 22:23:55+00:00,,e03e23c9-4df1-3eb6-a62d-f70f02301496,6FB6C081-F00F-53D3-0ADC-226699A511B8,849574,Naproxen sodium 220 mg oral tablet,284.61,0.0,24,6830.64,50,2,32,12,6
44a8ca45-6c6e-38bb-fac0-ddbf7a7ee3a4,999-51-4389,Rudolf736,Rohan584,white,nonhispanic,Atascocita  Texas  US,110 Johns Wall Suite 79,Pantego,Texas,Tarrant County,76013,0.3266867129374776,-97.10618247421296,12993.45,0.0,47847,M,2022-02-02 22:23:55+00:00,2022-02-24 22:23:55+00:00,e03e23c9-4df1-3eb6-a62d-f70f02301496,6FB6C081-F00F-53D3-0ADC-226699A511B8,312615,Prednisone 20 mg oral tablet,11.92,0.0,1,11.92,50,2,32,12,6
780ec78c-22a0-fcdb-17c6-ae9b2fcace9c,999-23-8384,Juliane376,Barton704,white,hispanic,Houston  Texas  US,693 Williamson Lock Unit 73,Wolfforth,Texas,Lubbock County,79382,0.3347456542802655,-101.98268233315304,13483.21,0.0,116672,F,2015-12-17 22:52:01+00:00,,d31fccc3-1767-390d-966a-22a5156f4219,E924006F-5564-9FC3-633E-2EAF67567894,849574,Naproxen sodium 220 mg oral tablet,269.53,0.0,98,26413.94,39,30,30,41,19
780ec78c-22a0-fcdb-17c6-ae9b2fcace9c,999-23-8384,Juliane376,Barton704,white,hispanic,Houston  Texas  US,693 Williamson Lock Unit 73,Wolfforth,Texas,Lubbock County,79382,0.3347456542802655,-101.98268233315304,13483.21,0.0,116672,F,2015-12-17 22:52:01+00:00,2015-12-31 22:52:01+00:00,d31fccc3-1767-390d-966a-22a5156f4219,E924006F-5564-9FC3-633E-2EAF67567894,312615,Prednisone 20 mg oral tablet,20.49,0.0,1,20.49,39,30,30,41,19
780ec78c-22a0-fcdb-17c6-ae9b2fcace9c,999-23-8384,Juliane376,Barton704,white,hispanic,Houston  Texas  US,693 Williamson Lock Unit 73,Wolfforth,Texas,Lubbock County,79382,0.3347456542802655,-101.98268233315304,13483.21,0.0,116672,F,2018-07-06 22:52:01+00:00,2018-07-20 22:52:01+00:00,d31fccc3-1767-390d-966a-22a5156f4219,167ACE94-15A9-C475-7CD4-049B74302863,241834,Cyclosporine  modified 100 mg oral capsule,214.37,0.0,1,214.37,39,30,30,41,19
780ec78c-22a0-fcdb-17c6-ae9b2fcace9c,999-23-8384,Juliane376,Barton704,white,hispanic,Houston  Texas  US,693 Williamson Lock Unit 73,Wolfforth,Texas,Lubbock County,79382,0.3347456542802655,-101.98268233315304,13483.21,0.0,116672,F,2018-07-06 22:52:01+00:00,2018-07-20 22:52:01+00:00,d31fccc3-1767-390d-966a-22a5156f4219,167ACE94-15A9-C475-7CD4-049B74302863,312615,Prednisone 20 mg oral tablet,21.51,0.0,1,21.51,39,30,30,41,19
780ec78c-22a0-fcdb-17c6-ae9b2fcace9c,999-23-8384,Juliane376,Barton704,white,hispanic,Houston  Texas  US,693 Williamson Lock Unit 73,Wolfforth,Texas,Lubbock County,79382,0.3347456542802655,-101.98268233315304,13483.21,0.0,116672,F,2019-12-12 22:52:01+00:00,2020-01-05 22:52:01+00:00,d31fccc3-1767-390d-966a-22a5156f4219,9E100BC8-AB19-BD35-935D-5958F6322937,241834,Cyclosporine  modified 100 mg oral capsule,271.0,0.0,1,271.0,39,30,30,41,19
780ec78c-22a0-fcdb-17c6-ae9b2fcace9c,999-23-8384,Juliane376,Barton704,white,hispanic,Houston  Texas  US,693 Williamson Lock Unit 73,Wolfforth,Texas,Lubbock County,79382,0.3347456542802655,-101.98268233315304,13483.21,0.0,116672,F,2019-12-12 22:52:01+00:00,2020-01-05 22:52:01+00:00,d31fccc3-1767-390d-966a-22a5156f4219,9E100BC8-AB19-BD35-935D-5958F6322937,312615,Prednisone 20 mg oral tablet,12.24,0.0,1,12.24,39,30,30,41,19
780ec78c-22a0-fcdb-17c6-ae9b2fcace9c,999-23-8384,Juliane376,Barton704,white,hispanic,Houston  Texas  US,693 Williamson Lock Unit 73,Wolfforth,Texas,Lubbock County,79382,0.3347456542802655,-101.98268233315304,13483.21,0.0,116672,F,2021-01-14 22:52:01+00:00,2021-01-30 22:52:01+00:00,d31fccc3-1767-390d-966a-22a5156f4219,92A8D46F-F528-DC4C-68F0-800C45391DB8,241834,Cyclosporine  modified 100 mg oral capsule,317.96,0.0,1,317.96,39,30,30,41,19
780ec78c-22a0-fcdb-17c6-ae9b2fcace9c,999-23-8384,Juliane376,Barton704,white,hispanic,Houston  Texas  US,693 Williamson Lock Unit 73,Wolfforth,Texas,Lubbock County,79382,0.3347456542802655,-101.98268233315304,13483.21,0.0,116672,F,2021-01-14 22:52:01+00:00,2021-01-30 22:52:01+00:00,d31fccc3-1767-390d-966a-22a5156f4219,92A8D46F-F528-DC4C-68F0-800C45391DB8,312615,Prednisone 20 mg oral tablet,11.21,0.0,1,11.21,39,30,30,41,19
780ec78c-22a0-fcdb-17c6-ae9b2fcace9c,999-23-8384,Juliane376,Barton704,white,hispanic,Houston  Texas  US,693 Williamson Lock Unit 73,Wolfforth,Texas,Lubbock County,79382,0.3347456542802655,-101.98268233315304,13483.21,0.0,116672,F,2023-03-25 22:52:01+00:00,2023-04-10 22:52:01+00:00,d31fccc3-1767-390d-966a-22a5156f4219,31BC9F4C-161C-7A24-7CC3-FB36F5356DBA,241834,Cyclosporine  modified 100 mg oral capsule,307.6,0.0,1,307.6,39,30,30,41,19
780ec78c-22a0-fcdb-17c6-ae9b2fcace9c,999-23-8384,Juliane376,Barton704,white,hispanic,Houston  Texas  US,693 Williamson Lock Unit 73,Wolfforth,Texas,Lubbock County,79382,0.3347456542802655,-101.98268233315304,13483.21,0.0,116672,F,2023-03-25 22:52:01+00:00,2023-04-10 22:52:01+00:00,d31fccc3-1767-390d-966a-22a5156f4219,31BC9F4C-161C-7A24-7CC3-FB36F5356DBA,312615,Prednisone 20 mg oral tablet,8.78,0.0,1,8.78,39,30,30,41,19
cf5956bb-34f2-841b-2505-57b99991c377,999-36-9799,Dagmar148,King743,white,nonhispanic,Little Elm  Texas  US,592 Schinner Heights Suite 91,Cedar Park,Texas,Williamson County,78750,0.3039217206871675,-97.8145520713294,11630.68,0.0,47402,F,2020-01-14 08:43:17+00:00,,0133f751-9229-3cfd-815f-b6d4979bdd6a,8B3259C7-2D3B-B644-E155-E67E0EF88F3F,849574,Naproxen sodium 220 mg oral tablet,348.19,0.0,49,17061.31,29,28,26,33,5
cf5956bb-34f2-841b-2505-57b99991c377,999-36-9799,Dagmar148,King743,white,nonhispanic,Little Elm  Texas  US,592 Schinner Heights Suite 91,Cedar Park,Texas,Williamson County,78750,0.3039217206871675,-97.8145520713294,11630.68,0.0,47402,F,2020-01-14 08:43:17+00:00,2020-02-02 08:43:17+00:00,0133f751-9229-3cfd-815f-b6d4979bdd6a,8B3259C7-2D3B-B644-E155-E67E0EF88F3F,312615,Prednisone 20 mg oral tablet,15.95,0.0,1,15.95,29,28,26,33,5
cf5956bb-34f2-841b-2505-57b99991c377,999-36-9799,Dagmar148,King743,white,nonhispanic,Little Elm  Texas  US,592 Schinner Heights Suite 91,Cedar Park,Texas,Williamson County,78750,0.3039217206871675,-97.8145520713294,11630.68,0.0,47402,F,2022-07-29 08:43:17+00:00,2022-08-15 08:43:17+00:00,0133f751-9229-3cfd-815f-b6d4979bdd6a,4DE50C3A-794D-6017-94B2-40B5343C5095,241834,Cyclosporine  modified 100 mg oral capsule,364.68,0.0,1,364.68,29,28,26,33,5
cf5956bb-34f2-841b-2505-57b99991c377,999-36-9799,Dagmar148,King743,white,nonhispanic,Little Elm  Texas  US,592 Schinner Heights Suite 91,Cedar Park,Texas,Williamson County,78750,0.3039217206871675,-97.8145520713294,11630.68,0.0,47402,F,2022-07-29 08:43:17+00:00,2022-08-15 08:43:17+00:00,0133f751-9229-3cfd-815f-b6d4979bdd6a,4DE50C3A-794D-6017-94B2-40B5343C5095,312615,Prednisone 20 mg oral tablet,14.28,0.0,1,14.28,29,28,26,33,5
ca424f09-df70-f4a9-986f-8e11f4dd838b,999-24-6810,Cliff504,Hahn503,white,nonhispanic,Dallas  Texas  US,382 Nader Passage,Fort Worth,Texas,Tarrant County,76177,0.3270291635030323,-97.36059541988092,14491.62,0.0,49151,M,2023-08-14 05:46:23+00:00,,8fa6c185-e44e-3e34-8bd8-39be8694f4ce,3FDFCEF4-DE1A-AC63-A69E-4837EF7F30A6,849574,Naproxen sodium 220 mg oral tablet,276.7,0.0,5,1383.5,51,33,9,25,0
ca424f09-df70-f4a9-986f-8e11f4dd838b,999-24-6810,Cliff504,Hahn503,white,nonhispanic,Dallas  Texas  US,382 Nader Passage,Fort Worth,Texas,Tarrant County,76177,0.3270291635030323,-97.36059541988092,14491.62,0.0,49151,M,2023-08-14 05:46:23+00:00,2023-09-07 06:57:06+00:00,8fa6c185-e44e-3e34-8bd8-39be8694f4ce,3FDFCEF4-DE1A-AC63-A69E-4837EF7F30A6,312615,Prednisone 20 mg oral tablet,11.63,0.0,1,11.63,51,33,9,25,0
2a76c0e3-1e73-2109-3d5e-8a8871fe35d7,999-20-5991,Clemente531,Villa94,white,hispanic,Santo Domingo  National District  DO,1070 Stroman Annex,Round Rock,Texas,Williamson County,78626,0.3047427714299097,-97.74358115056,16053.2,0.0,35491,M,2017-11-12 22:02:25+00:00,,0133f751-9229-3cfd-815f-b6d4979bdd6a,FC74BB7E-BF77-BC9B-29B2-D99F8ABB632E,849574,Naproxen sodium 220 mg oral tablet,272.95,0.0,75,20471.25,56,46,31,16,12
2a76c0e3-1e73-2109-3d5e-8a8871fe35d7,999-20-5991,Clemente531,Villa94,white,hispanic,Santo Domingo  National District  DO,1070 Stroman Annex,Round Rock,Texas,Williamson County,78626,0.3047427714299097,-97.74358115056,16053.2,0.0,35491,M,2017-11-12 22:02:25+00:00,2017-11-28 22:02:25+00:00,0133f751-9229-3cfd-815f-b6d4979bdd6a,FC74BB7E-BF77-BC9B-29B2-D99F8ABB632E,312615,Prednisone 20 mg oral tablet,15.29,0.0,1,15.29,56,46,31,16,12
2a76c0e3-1e73-2109-3d5e-8a8871fe35d7,999-20-5991,Clemente531,Villa94,white,hispanic,Santo Domingo  National District  DO,1070 Stroman Annex,Round Rock,Texas,Williamson County,78626,0.3047427714299097,-97.74358115056,16053.2,0.0,35491,M,2021-05-25 22:02:25+00:00,2021-06-14 22:02:25+00:00,734afbd6-4794-363b-9bc0-6a3981533ed5,AA3F56F8-B6C0-F704-595F-1B4E2E377495,241834,Cyclosporine  modified 100 mg oral capsule,204.87,0.0,1,204.87,56,46,31,16,12
2a76c0e3-1e73-2109-3d5e-8a8871fe35d7,999-20-5991,Clemente531,Villa94,white,hispanic,Santo Domingo  National District  DO,1070 Stroman Annex,Round Rock,Texas,Williamson County,78626,0.3047427714299097,-97.74358115056,16053.2,0.0,35491,M,2021-05-25 22:02:25+00:00,2021-06-14 22:02:25+00:00,734afbd6-4794-363b-9bc0-6a3981533ed5,AA3F56F8-B6C0-F704-595F-1B4E2E377495,312615,Prednisone 20 mg oral tablet,14.2,0.0,1,14.2,56,46,31,16,12
2a76c0e3-1e73-2109-3d5e-8a8871fe35d7,999-20-5991,Clemente531,Villa94,white,hispanic,Santo Domingo  National District  DO,1070 Stroman Annex,Round Rock,Texas,Williamson County,78626,0.3047427714299097,-97.74358115056,16053.2,0.0,35491,M,2022-11-03 22:02:25+00:00,2022-11-22 22:02:25+00:00,734afbd6-4794-363b-9bc0-6a3981533ed5,E6C18A9C-2520-3728-0EF6-0702CC01EF4C,241834,Cyclosporine  modified 100 mg oral capsule,274.46,0.0,1,274.46,56,46,31,16,12
2a76c0e3-1e73-2109-3d5e-8a8871fe35d7,999-20-5991,Clemente531,Villa94,white,hispanic,Santo Domingo  National District  DO,1070 Stroman Annex,Round Rock,Texas,Williamson County,78626,0.3047427714299097,-97.74358115056,16053.2,0.0,35491,M,2022-11-03 22:02:25+00:00,2022-11-22 22:02:25+00:00,734afbd6-4794-363b-9bc0-6a3981533ed5,E6C18A9C-2520-3728-0EF6-0702CC01EF4C,312615,Prednisone 20 mg oral tablet,16.39,0.0,1,16.39,56,46,31,16,12
99249ff1-59a9-dc6e-c152-4ca393cd57c5,999-22-2990,Emilia403,Quiñones183,white,hispanic,Mexico City  Mexico City  MX,530 Watsica Trafficway Suite 89,Richardson,Texas,Dallas County,75075,0.3298234332738247,-96.70544263976944,12966.64,361.84,83862,F,2020-04-18 03:11:40+00:00,,d31fccc3-1767-390d-966a-22a5156f4219,082EA933-99D1-4DD4-E2CC-4D018A163236,849574,Naproxen sodium 220 mg oral tablet,237.98,0.0,46,10947.08,35,7,22,3,9
99249ff1-59a9-dc6e-c152-4ca393cd57c5,999-22-2990,Emilia403,Quiñones183,white,hispanic,Mexico City  Mexico City  MX,530 Watsica Trafficway Suite 89,Richardson,Texas,Dallas County,75075,0.3298234332738247,-96.70544263976944,12966.64,361.84,83862,F,2020-04-18 03:11:40+00:00,2020-05-15 04:22:20+00:00,d31fccc3-1767-390d-966a-22a5156f4219,082EA933-99D1-4DD4-E2CC-4D018A163236,312615,Prednisone 20 mg oral tablet,12.66,0.0,1,12.66,35,7,22,3,9
99249ff1-59a9-dc6e-c152-4ca393cd57c5,999-22-2990,Emilia403,Quiñones183,white,hispanic,Mexico City  Mexico City  MX,530 Watsica Trafficway Suite 89,Richardson,Texas,Dallas County,75075,0.3298234332738247,-96.70544263976944,12966.64,361.84,83862,F,2022-10-06 04:22:20+00:00,2022-10-22 04:22:20+00:00,d31fccc3-1767-390d-966a-22a5156f4219,C4863C8C-8105-993E-B42A-F7A411C07DF8,241834,Cyclosporine  modified 100 mg oral capsule,252.81,0.0,1,252.81,35,7,22,3,9
99249ff1-59a9-dc6e-c152-4ca393cd57c5,999-22-2990,Emilia403,Quiñones183,white,hispanic,Mexico City  Mexico City  MX,530 Watsica Trafficway Suite 89,Richardson,Texas,Dallas County,75075,0.3298234332738247,-96.70544263976944,12966.64,361.84,83862,F,2022-10-06 04:22:20+00:00,2022-10-22 04:22:20+00:00,d31fccc3-1767-390d-966a-22a5156f4219,C4863C8C-8105-993E-B42A-F7A411C07DF8,312615,Prednisone 20 mg oral tablet,7.78,0.0,1,7.78,35,7,22,3,9
99249ff1-59a9-dc6e-c152-4ca393cd57c5,999-22-2990,Emilia403,Quiñones183,white,hispanic,Mexico City  Mexico City  MX,530 Watsica Trafficway Suite 89,Richardson,Texas,Dallas County,75075,0.3298234332738247,-96.70544263976944,12966.64,361.84,83862,F,2024-01-02 04:22:20+00:00,,d31fccc3-1767-390d-966a-22a5156f4219,4EE9F400-BF23-32D0-305A-2E18DE704793,241834,Cyclosporine  modified 100 mg oral capsule,115.37,0.0,1,115.37,35,7,22,3,9
99249ff1-59a9-dc6e-c152-4ca393cd57c5,999-22-2990,Emilia403,Quiñones183,white,hispanic,Mexico City  Mexico City  MX,530 Watsica Trafficway Suite 89,Richardson,Texas,Dallas County,75075,0.3298234332738247,-96.70544263976944,12966.64,361.84,83862,F,2024-01-02 04:22:20+00:00,,d31fccc3-1767-390d-966a-22a5156f4219,4EE9F400-BF23-32D0-305A-2E18DE704793,312615,Prednisone 20 mg oral tablet,23.92,0.0,1,23.92,35,7,22,3,9
1a187a7d-3945-64fc-0d85-05f702c921fd,999-26-2945,Drew592,Mosciski958,white,nonhispanic,San Antonio  Texas  US,1054 Schamberger Bypass,Tomball,Texas,Harris County,77354,0.3013500352670791,-95.65410249579868,16779.66,341.92,44813,M,2014-07-31 23:07:28+00:00,,734afbd6-4794-363b-9bc0-6a3981533ed5,880BCFC6-D3BB-ED63-11AF-039897E07894,849574,Naproxen sodium 220 mg oral tablet,259.08,0.0,115,29794.2,47,9,40,23,2
1a187a7d-3945-64fc-0d85-05f702c921fd,999-26-2945,Drew592,Mosciski958,white,nonhispanic,San Antonio  Texas  US,1054 Schamberger Bypass,Tomball,Texas,Harris County,77354,0.3013500352670791,-95.65410249579868,16779.66,341.92,44813,M,2014-07-31 23:07:28+00:00,2014-08-16 00:20:06+00:00,734afbd6-4794-363b-9bc0-6a3981533ed5,880BCFC6-D3BB-ED63-11AF-039897E07894,312615,Prednisone 20 mg oral tablet,12.94,0.0,1,12.94,47,9,40,23,2
1a187a7d-3945-64fc-0d85-05f702c921fd,999-26-2945,Drew592,Mosciski958,white,nonhispanic,San Antonio  Texas  US,1054 Schamberger Bypass,Tomball,Texas,Harris County,77354,0.3013500352670791,-95.65410249579868,16779.66,341.92,44813,M,2016-12-07 00:20:06+00:00,2016-12-27 00:20:06+00:00,734afbd6-4794-363b-9bc0-6a3981533ed5,6154C2C0-881F-4963-6DD8-D8028A32477F,241834,Cyclosporine  modified 100 mg oral capsule,132.37,0.0,1,132.37,47,9,40,23,2
1a187a7d-3945-64fc-0d85-05f702c921fd,999-26-2945,Drew592,Mosciski958,white,nonhispanic,San Antonio  Texas  US,1054 Schamberger Bypass,Tomball,Texas,Harris County,77354,0.3013500352670791,-95.65410249579868,16779.66,341.92,44813,M,2016-12-07 00:20:06+00:00,2016-12-27 00:20:06+00:00,734afbd6-4794-363b-9bc0-6a3981533ed5,6154C2C0-881F-4963-6DD8-D8028A32477F,312615,Prednisone 20 mg oral tablet,8.18,0.0,1,8.18,47,9,40,23,2
1a187a7d-3945-64fc-0d85-05f702c921fd,999-26-2945,Drew592,Mosciski958,white,nonhispanic,San Antonio  Texas  US,1054 Schamberger Bypass,Tomball,Texas,Harris County,77354,0.3013500352670791,-95.65410249579868,16779.66,341.92,44813,M,2018-06-03 00:20:06+00:00,2018-06-19 00:20:06+00:00,734afbd6-4794-363b-9bc0-6a3981533ed5,02765273-C1AD-BB31-F4D1-735D0F7D50B5,241834,Cyclosporine  modified 100 mg oral capsule,314.72,0.0,1,314.72,47,9,40,23,2
1a187a7d-3945-64fc-0d85-05f702c921fd,999-26-2945,Drew592,Mosciski958,white,nonhispanic,San Antonio  Texas  US,1054 Schamberger Bypass,Tomball,Texas,Harris County,77354,0.3013500352670791,-95.65410249579868,16779.66,341.92,44813,M,2018-06-03 00:20:06+00:00,2018-06-19 00:20:06+00:00,734afbd6-4794-363b-9bc0-6a3981533ed5,02765273-C1AD-BB31-F4D1-735D0F7D50B5,312615,Prednisone 20 mg oral tablet,16.61,0.0,1,16.61,47,9,40,23,2
1a187a7d-3945-64fc-0d85-05f702c921fd,999-26-2945,Drew592,Mosciski958,white,nonhispanic,San Antonio  Texas  US,1054 Schamberger Bypass,Tomball,Texas,Harris County,77354,0.3013500352670791,-95.65410249579868,16779.66,341.92,44813,M,2020-02-08 00:20:06+00:00,2020-02-27 00:20:06+00:00,734afbd6-4794-363b-9bc0-6a3981533ed5,72F10ED3-1A39-F1DF-83FD-113D64551F2B,241834,Cyclosporine  modified 100 mg oral capsule,121.66,0.0,1,121.66,47,9,40,23,2
1a187a7d-3945-64fc-0d85-05f702c921fd,999-26-2945,Drew592,Mosciski958,white,nonhispanic,San Antonio  Texas  US,1054 Schamberger Bypass,Tomball,Texas,Harris County,77354,0.3013500352670791,-95.65410249579868,16779.66,341.92,44813,M,2020-02-08 00:20:06+00:00,2020-02-27 00:20:06+00:00,734afbd6-4794-363b-9bc0-6a3981533ed5,72F10ED3-1A39-F1DF-83FD-113D64551F2B,312615,Prednisone 20 mg oral tablet,22.17,0.0,1,22.17,47,9,40,23,2
1a187a7d-3945-64fc-0d85-05f702c921fd,999-26-2945,Drew592,Mosciski958,white,nonhispanic,San Antonio  Texas  US,1054 Schamberger Bypass,Tomball,Texas,Harris County,77354,0.3013500352670791,-95.65410249579868,16779.66,341.92,44813,M,2021-05-22 00:20:06+00:00,2021-06-15 00:20:06+00:00,734afbd6-4794-363b-9bc0-6a3981533ed5,466C2B62-C837-370C-3C06-3E8FC4BBE0C6,241834,Cyclosporine  modified 100 mg oral capsule,167.31,0.0,1,167.31,47,9,40,23,2
1a187a7d-3945-64fc-0d85-05f702c921fd,999-26-2945,Drew592,Mosciski958,white,nonhispanic,San Antonio  Texas  US,1054 Schamberger Bypass,Tomball,Texas,Harris County,77354,0.3013500352670791,-95.65410249579868,16779.66,341.92,44813,M,2021-05-22 00:20:06+00:00,2021-06-15 00:20:06+00:00,734afbd6-4794-363b-9bc0-6a3981533ed5,466C2B62-C837-370C-3C06-3E8FC4BBE0C6,312615,Prednisone 20 mg oral tablet,11.58,0.0,1,11.58,47,9,40,23,2
